genome_id	genome_set	genus	species	source_type	ARG_positive	ARG_hit_count	ARG_gene_count	ARG_class_count
LABG_000305	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000306	MQ	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000307	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000308	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000309	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000310	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000311	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000312	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000313	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000314	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000315	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000316	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000317	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000318	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000319	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000320	Rep99	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000321	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000322	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000323	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000324	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000325	MQ	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000326	MQ	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000327	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000328	MQ	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000329	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000330	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000331	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000332	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000333	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000334	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000335	Rep99	Lactobacillus	Lactobacillus panisapium	animal	no	0	0	0
LABG_000336	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000337	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000338	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000339	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000340	MQ	Xylocopilactobacillus	Xylocopilactobacillus sp945285405	animal	no	0	0	0
LABG_000341	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000342	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000343	MQ	Limosilactobacillus	Limosilactobacillus portuensis	human	no	0	0	0
LABG_000344	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_000345	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000346	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000347	Rep99	Lactobacillus	Lactobacillus sp948500755	animal	no	0	0	0
LABG_000348	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_G	animal	no	0	0	0
LABG_000349	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000350	Rep99	Leuconostoc		food	no	0	0	0
LABG_000351	MQ	Fructilactobacillus		food	no	0	0	0
LABG_000352	MQ	Lentilactobacillus	Lentilactobacillus hilgardii	food	no	0	0	0
LABG_000353	Rep99	Fructilactobacillus		food	no	0	0	0
LABG_000354	MQ	Fructilactobacillus		food	no	0	0	0
LABG_000355	Rep99	Lentilactobacillus	Lentilactobacillus hilgardii	food	no	0	0	0
LABG_000356	MQ	Fructilactobacillus		food	no	0	0	0
LABG_000357	Rep99	Limosilactobacillus	Limosilactobacillus reuteri_E	other	no	0	0	0
LABG_000358	MQ	Lactobacillus	Lactobacillus johnsonii	other	no	0	0	0
LABG_000359	Rep99	Limosilactobacillus	Limosilactobacillus mucosae	other	no	0	0	0
LABG_000360	MQ	Limosilactobacillus	Limosilactobacillus mucosae	other	no	0	0	0
LABG_000361	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000362	MQ	Limosilactobacillus	Limosilactobacillus sp039955095	human	no	0	0	0
LABG_000363	MQ	Lactobacillus	Lactobacillus delbrueckii_B	human	no	0	0	0
LABG_000364	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000365	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000366	Rep99	Limosilactobacillus	Limosilactobacillus sp039955095	human	no	0	0	0
LABG_000367	Rep99	Lactobacillus	Lactobacillus delbrueckii_B	human	no	0	0	0
LABG_000368	Rep99	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000369	MQ	Lactobacillus	Lactobacillus jensenii	human	no	0	0	0
LABG_000370	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_000371	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_000372	MQ	Fructilactobacillus	Fructilactobacillus sanfranciscensis	food	no	0	0	0
LABG_000373	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000374	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_000375	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	yes	2	2	2
LABG_000376	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000377	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000378	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	other	no	0	0	0
LABG_000379	MQ	Lactobacillus	Lactobacillus paragasseri	other	no	0	0	0
LABG_000380	MQ	Limosilactobacillus	Limosilactobacillus vaginalis	other	no	0	0	0
LABG_000381	MQ	Limosilactobacillus	Limosilactobacillus fermentum	other	no	0	0	0
LABG_000382	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	2	2	1
LABG_000383	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	2	2	2
LABG_000384	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	3	3	2
LABG_000385	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000386	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000387	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	2	2	1
LABG_000388	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	1
LABG_000389	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000390	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000391	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	2
LABG_000392	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000393	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000394	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000395	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000396	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000397	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000398	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	2	2	2
LABG_000399	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	1
LABG_000400	Rep99	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000401	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	2	2	2
LABG_000402	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000403	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	3	3	2
LABG_000404	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	2	2	2
LABG_000405	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000406	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	2	2	2
LABG_000407	MQ	Lactobacillus	Lactobacillus sp945980025	animal	no	0	0	0
LABG_000408	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	4	4	3
LABG_000409	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000410	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000411	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000412	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	2	2	2
LABG_000413	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000414	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	2	2	2
LABG_000415	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	2	2	2
LABG_000416	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	2	2	2
LABG_000417	Rep99	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000418	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	2	2	1
LABG_000419	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	4	4	3
LABG_000420	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	2
LABG_000421	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000422	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	no	0	0	0
LABG_000423	Rep99	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	2
LABG_000424	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000425	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	4	4	3
LABG_000426	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000427	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000428	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000429	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	6	6	4
LABG_000430	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	2	2	2
LABG_000431	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	7	7	4
LABG_000432	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000433	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000434	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	no	0	0	0
LABG_000435	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000436	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000437	Rep99	Lactobacillus	Lactobacillus sp945980025	animal	yes	2	2	2
LABG_000438	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000439	MQ	Lactobacillus	Lactobacillus amylovorus	animal	no	0	0	0
LABG_000440	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_000441	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000442	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000443	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_000444	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000445	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000446	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	yes	1	1	1
LABG_000447	Rep99	Pediococcus	Pediococcus pentosaceus	animal	yes	2	2	1
LABG_000448	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000449	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000450	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000451	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	3	3	3
LABG_000452	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000453	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000454	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000455	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000456	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	2	2	2
LABG_000457	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000458	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000459	Rep99	Weissella	Weissella thailandensis	animal	no	0	0	0
LABG_000460	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_000461	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	no	0	0	0
LABG_000462	MQ	Ligilactobacillus	Ligilactobacillus faecis	animal	yes	1	1	1
LABG_000463	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_000464	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000465	Rep99	Ligilactobacillus	Ligilactobacillus faecis	animal	no	0	0	0
LABG_000466	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_000467	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_000468	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000469	MQ	Ligilactobacillus	Ligilactobacillus faecis	animal	yes	1	1	1
LABG_000470	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000471	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000472	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000473	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_000474	Rep99	Ligilactobacillus	Ligilactobacillus agilis	animal	yes	1	1	1
LABG_000475	Rep99	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000476	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	no	0	0	0
LABG_000477	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000478	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000479	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	3	3	2
LABG_000480	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000481	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_000482	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000483	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000484	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000485	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000486	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000487	MQ	Weissella	Weissella paramesenteroides	animal	no	0	0	0
LABG_000488	Rep99	Lapidilactobacillus	Lapidilactobacillus dextrinicus	animal	yes	2	2	1
LABG_000489	Rep99	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000490	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	2	2	2
LABG_000491	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000492	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000493	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	yes	1	1	1
LABG_000494	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000495	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000496	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000497	Rep99	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000498	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000499	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000500	MQ	Limosilactobacillus		animal	no	0	0	0
LABG_000501	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	no	0	0	0
LABG_000502	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000503	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	no	0	0	0
LABG_000504	MQ	Lactobacillus	Lactobacillus sp945980025	animal	yes	1	1	1
LABG_000505	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000506	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000507	Rep99	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000508	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000509	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000510	Rep99	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000511	Rep99	Weissella	Weissella paramesenteroides	animal	no	0	0	0
LABG_000512	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000513	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000514	MQ	Lactobacillus	Lactobacillus sp910589675	animal	yes	1	1	1
LABG_000515	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000516	MQ	Limosilactobacillus	Limosilactobacillus reuteri_I	animal	no	0	0	0
LABG_000517	MQ	Ligilactobacillus	Ligilactobacillus animalis	animal	yes	1	1	1
LABG_000518	MQ	Pediococcus	Pediococcus pentosaceus	animal	yes	2	2	2
LABG_000519	Rep99	Weissella	Weissella paramesenteroides	animal	no	0	0	0
LABG_000520	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000521	MQ	Limosilactobacillus	Limosilactobacillus reuteri	animal	yes	1	1	1
LABG_000522	Rep99	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000523	MQ	Limosilactobacillus	Limosilactobacillus reuteri_J	animal	yes	1	1	1
LABG_000524	MQ	Limosilactobacillus	Limosilactobacillus reuteri_J	animal	yes	1	1	1
LABG_000525	MQ	Limosilactobacillus	Limosilactobacillus intestinavium	animal	yes	12	11	5
LABG_000526	Rep99	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000527	MQ	Limosilactobacillus	Limosilactobacillus mucosae	animal	no	0	0	0
LABG_000528	MQ	Lactobacillus	Lactobacillus amylovorus	animal	yes	1	1	1
LABG_000529	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	animal	yes	1	1	1
LABG_000530	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	animal	yes	1	1	1
LABG_000531	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000532	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000533	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_000534	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_000535	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000536	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000537	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_000538	MQ	Lactobacillus	Lactobacillus paragasseri	human	no	0	0	0
LABG_000539	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_000540	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000541	MQ	Lacticaseibacillus	Lacticaseibacillus paracasei	human	no	0	0	0
LABG_000542	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000543	MQ	Limosilactobacillus	Limosilactobacillus fermentum	human	no	0	0	0
LABG_000544	MQ	Lacticaseibacillus	Lacticaseibacillus rhamnosus	human	no	0	0	0
LABG_000545	MQ	Lactobacillus	Lactobacillus gasseri	human	no	0	0	0
LABG_000546	Rep99	Lactobacillus	Lactobacillus amylovorus	human	no	0	0	0
LABG_000547	MQ	Lactobacillus	Lactobacillus acidophilus	human	no	0	0	0
LABG_000548	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000549	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000550	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000551	MQ	Ligilactobacillus	Ligilactobacillus salivarius	human	no	0	0	0
LABG_000552	MQ	Limosilactobacillus	Limosilactobacillus reuteri	human	no	0	0	0
LABG_000553	MQ	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000554	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000555	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000556	Rep99	Ligilactobacillus	Ligilactobacillus ruminis	human	no	0	0	0
LABG_000557	MQ	Lactobacillus		animal	no	0	0	0
LABG_000558	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000559	MQ	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000560	MQ	Lactobacillus		animal	no	0	0	0
LABG_000561	MQ	Lactobacillus		animal	no	0	0	0
LABG_000562	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000563	MQ	Lactobacillus		animal	no	0	0	0
LABG_000564	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000565	Rep99	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000566	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000567	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000568	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000569	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000570	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000571	Rep99	Bombilactobacillus		animal	no	0	0	0
LABG_000572	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000573	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000574	MQ	Lactobacillus		animal	no	0	0	0
LABG_000575	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000576	MQ	Lactobacillus		animal	no	0	0	0
LABG_000577	MQ	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000578	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000579	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000580	MQ	Lactobacillus		animal	no	0	0	0
LABG_000581	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000582	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000583	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000584	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000585	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000586	MQ	Bombilactobacillus	Bombilactobacillus mellis_A	animal	no	0	0	0
LABG_000587	MQ	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000588	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000589	MQ	Lactobacillus		animal	no	0	0	0
LABG_000590	Rep99	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000591	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000592	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000593	MQ	Lactobacillus		animal	no	0	0	0
LABG_000594	MQ	Lactobacillus		animal	no	0	0	0
LABG_000595	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000596	Rep99	Apilactobacillus	Apilactobacillus waqarii	animal	no	0	0	0
LABG_000597	Rep99	Lactobacillus		animal	no	0	0	0
LABG_000598	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000599	MQ	Bombilactobacillus	Bombilactobacillus mellifer	animal	no	0	0	0
LABG_000600	MQ	Lactobacillus		animal	no	0	0	0
LABG_000601	Rep99	Bombilactobacillus		animal	no	0	0	0
LABG_000602	MQ	Lactobacillus		animal	no	0	0	0
LABG_000603	MQ	Xylocopilactobacillus		animal	no	0	0	0
LABG_000604	MQ	Lactobacillus		animal	no	0	0	0
LABG_000605	MQ	Lactobacillus		animal	no	0	0	0
