ARG_hit_id	genome_id	genome_set	ARG_gene	ARG_class	best_hit_MGE_id	best_hit_MGE_category	best_hit
ARGH_000400	LABG_001140	MQ	fexA	phenicol			no
ARGH_000401	LABG_001140	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_000402	LABG_001140	MQ	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_000403	LABG_001141	MQ	tet(B)	tetracycline			no
ARGH_000404	LABG_001141	MQ	tetR	tetracycline			no
ARGH_000405	LABG_001142	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_000406	LABG_001142	MQ	cfrE	multidrug			no
ARGH_000407	LABG_001142	MQ	CfxA6	beta-lactam			no
ARGH_000408	LABG_001142	MQ	ErmF	MLS			no
ARGH_000409	LABG_001142	MQ	nimJ	nitroimidazole			no
ARGH_000410	LABG_001142	MQ	tet(40)	tetracycline			no
ARGH_000411	LABG_001142	MQ	tet(X)	tetracycline			no
ARGH_000412	LABG_001143	MQ	CfxA6	beta-lactam			no
ARGH_000413	LABG_001143	MQ	tet(L)	tetracycline			no
ARGH_000414	LABG_001144	MQ	ANT(3'')-IIa	aminoglycoside	432_tnpA_FJ628170.1	IS_or_transposase	yes
ARGH_000415	LABG_001147	MQ	ErmB	MLS			no
ARGH_000416	LABG_001150	Rep99	tet(L)	tetracycline			no
ARGH_000417	LABG_001154	Rep99	Limosilactobacillus reuteri cat-TC	phenicol			no
ARGH_000418	LABG_001156	MQ	ErmB	MLS			no
ARGH_000419	LABG_001158	MQ	LnuP	MLS			no
ARGH_000420	LABG_001159	MQ	Escherichia coli emrE	MLS			no
ARGH_000421	LABG_001161	MQ	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_000422	LABG_001161	MQ	dfrG	trimethoprim			no
ARGH_000423	LABG_001161	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_000424	LABG_001161	MQ	tet(X6)	tetracycline			no
ARGH_000425	LABG_001162	Rep99	ErmB	MLS			no
ARGH_000426	LABG_001163	MQ	ANT(6)-Ib	aminoglycoside			no
ARGH_000427	LABG_001163	MQ	ErmB	MLS			no
ARGH_000428	LABG_001163	MQ	tet(44)	tetracycline			no
ARGH_000429	LABG_001164	MQ	ANT(6)-Ib	aminoglycoside			no
ARGH_000430	LABG_001164	MQ	tet(44)	tetracycline			no
ARGH_000431	LABG_001166	MQ	ANT(6)-Ib	aminoglycoside			no
ARGH_000432	LABG_001166	MQ	tet(44)	tetracycline			no
ARGH_000433	LABG_001166	MQ	tet(L)	tetracycline			no
ARGH_000434	LABG_001167	Rep99	ANT(6)-Ia	aminoglycoside			no
ARGH_000435	LABG_001167	Rep99	ANT(6)-Ib	aminoglycoside			no
ARGH_000436	LABG_001167	Rep99	ErmG	MLS			no
ARGH_000437	LABG_001167	Rep99	lnuB	MLS			no
ARGH_000438	LABG_001167	Rep99	lsaE	multidrug			no
ARGH_000439	LABG_001167	Rep99	tet(44)	tetracycline			no
ARGH_000440	LABG_001167	Rep99	tet(L)	tetracycline			no
ARGH_000441	LABG_001168	MQ	ErmF	MLS			no
ARGH_000442	LABG_001168	MQ	tet(X)	tetracycline			no
ARGH_000443	LABG_001169	MQ	ErmB	MLS			no
ARGH_000444	LABG_001169	MQ	ErmF	MLS			no
ARGH_000445	LABG_001169	MQ	Escherichia coli emrE	MLS			no
ARGH_000446	LABG_001169	MQ	QnrD1	fluoroquinolone	243_Col3M_1__JX514065	plasmid_related	yes
ARGH_000447	LABG_001172	MQ	ErmT	MLS			no
ARGH_000448	LABG_001173	MQ	fexA	phenicol			no
ARGH_000449	LABG_001174	MQ	ErmT	MLS			no
ARGH_000450	LABG_001176	MQ	ErmT	MLS			no
ARGH_000451	LABG_001177	MQ	ACI-1	beta-lactam			no
ARGH_000452	LABG_001177	MQ	CfxA2	beta-lactam			no
ARGH_000453	LABG_001177	MQ	ErmA	MLS			no
ARGH_000454	LABG_001178	MQ	fexA	phenicol			no
ARGH_000455	LABG_001180	MQ	ErmA	MLS			no
ARGH_000456	LABG_001180	MQ	ErmF	MLS			no
ARGH_000457	LABG_001180	MQ	lnuA	MLS			no
ARGH_000458	LABG_001180	MQ	tet(X)	tetracycline			no
ARGH_000459	LABG_001181	Rep99	fexA	phenicol			no
ARGH_000460	LABG_001181	Rep99	poxtA	multidrug			no
ARGH_000461	LABG_001182	MQ	ErmA	MLS			no
ARGH_000462	LABG_001183	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2473_tnpA_KM083808.1	IS_or_transposase	yes
ARGH_000463	LABG_001183	MQ	ErmT	MLS			no
ARGH_000464	LABG_001184	MQ	ErmT	MLS			no
ARGH_000465	LABG_001185	Rep99	APH(3')-IIIa	aminoglycoside			no
ARGH_000466	LABG_001185	Rep99	ErmB	MLS			no
ARGH_000467	LABG_001185	Rep99	SAT-4	aminoglycoside			no
ARGH_000468	LABG_001187	MQ	tet(L)	tetracycline			no
ARGH_000469	LABG_001187	MQ	tet(M)	tetracycline			no
ARGH_000470	LABG_001188	MQ	tet(L)	tetracycline			no
ARGH_000471	LABG_001189	MQ	baeR	aminoglycoside			no
ARGH_000472	LABG_001190	MQ	TEM-1	beta-lactam	1687_tnpA_LN879484.1	IS_or_transposase	yes
ARGH_000473	LABG_001192	Rep99	ErmF	MLS			no
ARGH_000474	LABG_001192	Rep99	tet(X)	tetracycline			no
ARGH_000475	LABG_001193	MQ	tet(B)	tetracycline			no
ARGH_000476	LABG_001193	MQ	tetR	tetracycline			no
ARGH_000477	LABG_001195	Rep99	CfxA6	beta-lactam			no
ARGH_000478	LABG_001195	Rep99	ErmB	MLS			no
ARGH_000479	LABG_001195	Rep99	lnuA	MLS			no
ARGH_000480	LABG_001196	MQ	APH(2'')-IIIa	aminoglycoside			no
ARGH_000481	LABG_001196	MQ	fexB	phenicol			no
ARGH_000482	LABG_001196	MQ	lnuC	MLS			no
ARGH_000483	LABG_001198	MQ	fexA	phenicol			no
ARGH_000484	LABG_001198	MQ	vatE	MLS			no
ARGH_000485	LABG_001199	MQ	poxtA	multidrug			no
ARGH_000486	LABG_001200	MQ	ErmA	MLS			no
ARGH_000487	LABG_001201	MQ	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	aminoglycoside	2473_tnpA_KM083808.1	IS_or_transposase	yes
ARGH_000488	LABG_001201	MQ	ErmA	MLS			no
ARGH_000489	LABG_001201	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000490	LABG_001201	MQ	poxtA	multidrug			no
ARGH_000491	LABG_001202	Rep99	ErmA	MLS			no
ARGH_000492	LABG_001202	Rep99	poxtA	multidrug			no
ARGH_000493	LABG_001203	MQ	fexB	phenicol			no
ARGH_000494	LABG_001203	MQ	poxtA	multidrug			no
ARGH_000495	LABG_001204	Rep99	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_000496	LABG_001204	Rep99	ErmA	MLS	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_000497	LABG_001206	MQ	fexA	phenicol			no
ARGH_000498	LABG_001207	MQ	lnuA	MLS			no
ARGH_000499	LABG_001208	Rep99	lnuA	MLS			no
ARGH_000500	LABG_001210	Rep99	ErmC	MLS	134_repUS12__rep(pUB110)_AF181950	plasmid_related	yes
ARGH_000501	LABG_001210	Rep99	qacG	disinfecting agents and antiseptics	66_rep13_4_rep(pKH13)_NC010426.1	plasmid_related	yes
ARGH_000502	LABG_001210	Rep99	tet(K)	tetracycline	40_Rep7_17_repC(pS0385-1)_AM990993.1	plasmid_related	yes
ARGH_000503	LABG_001211	Rep99	ErmX	MLS			no
ARGH_000504	LABG_001214	Rep99	dfrG	trimethoprim			no
ARGH_000505	LABG_001217	MQ	tetB(P)	tetracycline			no
ARGH_000506	LABG_001219	Rep99	catA8	phenicol			no
ARGH_000507	LABG_001219	Rep99	ErmC	MLS	134_repUS12__rep(pUB110)_AF181950	plasmid_related	yes
ARGH_000508	LABG_001219	Rep99	vatE	MLS			no
ARGH_000509	LABG_001222	Rep99	lnuC	MLS			no
ARGH_000510	LABG_001226	MQ	lnuA	MLS			no
ARGH_000511	LABG_001228	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000512	LABG_001229	Rep99	lnuC	MLS			no
ARGH_000513	LABG_001230	Rep99	vatE	MLS			no
ARGH_000514	LABG_001231	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000515	LABG_001232	Rep99	catA8	phenicol			no
ARGH_000516	LABG_001232	Rep99	ErmC	MLS	52_rep10_3_ORF(pNE131)_NC001390	plasmid_related	yes
ARGH_000517	LABG_001233	Rep99	vatE	MLS			no
ARGH_000518	LABG_001235	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000519	LABG_001235	Rep99	ErmB	MLS			no
ARGH_000520	LABG_001235	Rep99	lnuA	MLS			no
ARGH_000521	LABG_001235	Rep99	lnuC	MLS			no
ARGH_000522	LABG_001236	MQ	ErmX	MLS			no
ARGH_000523	LABG_001238	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000524	LABG_001239	Rep99	tet(K)	tetracycline	24_rep7_1_repC(Cassette)_AB037671	plasmid_related	yes
ARGH_000525	LABG_001242	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000526	LABG_001242	Rep99	lnuA	MLS			no
ARGH_000527	LABG_001242	Rep99	vatE	MLS			no
ARGH_000528	LABG_001244	MQ	spd	aminoglycoside	40_Rep7_17_repC(pS0385-1)_AM990993.1	plasmid_related	yes
ARGH_000529	LABG_001247	MQ	tet(B)	tetracycline			no
ARGH_000530	LABG_001247	MQ	tetR	tetracycline			no
ARGH_000531	LABG_001249	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000532	LABG_001249	Rep99	ErmA	MLS			no
ARGH_000533	LABG_001249	Rep99	vgaE	multidrug			no
ARGH_000534	LABG_001252	Rep99	ANT(9)-Ia	aminoglycoside	292_tnpA_FKRS01000031.1	IS_or_transposase	yes
ARGH_000535	LABG_001253	Rep99	lnuC	MLS			no
ARGH_000536	LABG_001254	Rep99	tet(44)	tetracycline			no
ARGH_000537	LABG_001259	Rep99	tet(Q)	tetracycline			no
ARGH_000538	LABG_001260	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_000539	LABG_001261	MQ	catA8	phenicol			no
ARGH_000540	LABG_001262	MQ	vatE	MLS			no
ARGH_000541	LABG_001263	MQ	catA8	phenicol			no
ARGH_000542	LABG_001264	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000543	LABG_001264	Rep99	lnuA	MLS			no
ARGH_000544	LABG_001265	Rep99	ANT(9)-Ia	aminoglycoside			no
ARGH_000545	LABG_001265	Rep99	ErmB	MLS			no
ARGH_000546	LABG_001265	Rep99	lnuA	MLS			no
ARGH_000547	LABG_001267	Rep99	CTX-M-55	beta-lactam			no
ARGH_000548	LABG_001268	Rep99	ErmT	MLS			no
ARGH_000549	LABG_001270	Rep99	tetB(P)	tetracycline			no
ARGH_000550	LABG_001272	Rep99	ErmX	MLS			no
ARGH_000551	LABG_001273	Rep99	dfrD	trimethoprim			no
ARGH_000552	LABG_001273	Rep99	ErmC	MLS	134_repUS12__rep(pUB110)_AF181950	plasmid_related	yes
ARGH_000553	LABG_001273	Rep99	tetB(P)	tetracycline			no
ARGH_000554	LABG_001275	Rep99	vatE	MLS			no
ARGH_000555	LABG_001444	MQ	tet(O)	tetracycline			no
ARGH_000556	LABG_001445	MQ	tet(O)	tetracycline			no
ARGH_000557	LABG_001457	MQ	tet(O)	tetracycline			no
ARGH_000558	LABG_001532	Rep99	lnuC	MLS			no
ARGH_000559	LABG_001534	MQ	dfrG	trimethoprim			no
ARGH_000560	LABG_001534	MQ	mef(F)	MLS			no
ARGH_000561	LABG_001534	MQ	msr(G)	MLS			no
ARGH_000562	LABG_001539	MQ	dfrG	trimethoprim			no
ARGH_000563	LABG_001542	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_000564	LABG_001595	MQ	ErmB	MLS			no
ARGH_000565	LABG_001599	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_000566	LABG_001599	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000567	LABG_001600	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000568	LABG_001610	MQ	lnuC	MLS			no
ARGH_000569	LABG_001610	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000570	LABG_001611	MQ	lnuC	MLS			no
ARGH_000571	LABG_001611	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000572	LABG_001614	MQ	lnuC	MLS			no
ARGH_000573	LABG_001614	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000574	LABG_001615	MQ	lnuC	MLS			no
ARGH_000575	LABG_001615	MQ	tet(M)	tetracycline	1395_Int-Tn916_KC414929.1	Tn916	yes
ARGH_000576	LABG_001618	MQ	lnuC	MLS			no
ARGH_000577	LABG_001618	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000578	LABG_001652	Rep99	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_000579	LABG_001655	Rep99	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_000580	LABG_001670	Rep99	lnuA	MLS			no
ARGH_000581	LABG_001670	Rep99	tet(W)	tetracycline			no
ARGH_000582	LABG_001673	MQ	lnuA	MLS			no
ARGH_000583	LABG_001673	MQ	tet(W)	tetracycline			no
ARGH_000584	LABG_001727	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_000585	LABG_001735	Rep99	ErmB	MLS			no
ARGH_000586	LABG_001735	Rep99	tet(W)	tetracycline			no
ARGH_000587	LABG_001736	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000588	LABG_001740	Rep99	tet(W)	tetracycline			no
ARGH_000589	LABG_001747	Rep99	ErmB	MLS			no
ARGH_000590	LABG_001751	Rep99	lnuC	MLS			no
ARGH_000591	LABG_001751	Rep99	vatH	MLS			no
ARGH_000592	LABG_001751	Rep99	vgaD	MLS			no
ARGH_000593	LABG_001753	MQ	dfrF	trimethoprim			no
ARGH_000594	LABG_001753	MQ	tet(W)	tetracycline			no
ARGH_000595	LABG_001754	MQ	ErmT	MLS			no
ARGH_000596	LABG_001755	Rep99	ErmT	MLS			no
ARGH_000597	LABG_001755	Rep99	tet(W)	tetracycline			no
ARGH_000598	LABG_001784	MQ	fexA	phenicol			no
ARGH_000599	LABG_001784	MQ	tet(W)	tetracycline			no
ARGH_000600	LABG_001784	MQ	vatE	MLS			no
ARGH_000601	LABG_001785	Rep99	tet(W)	tetracycline			no
ARGH_000602	LABG_001788	Rep99	ErmC	MLS			no
ARGH_000603	LABG_001788	Rep99	tet(M)	tetracycline			no
ARGH_000604	LABG_001814	MQ	tet(W)	tetracycline			no
ARGH_000605	LABG_001901	MQ	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_000606	LABG_001901	MQ	tet(W)	tetracycline			no
ARGH_000607	LABG_001983	MQ	tet(W)	tetracycline			no
ARGH_000608	LABG_001995	MQ	lnuC	MLS			no
ARGH_000609	LABG_002033	Rep99	lnuA	MLS			no
ARGH_000610	LABG_002034	Rep99	Streptococcus suis chloramphenicol acetyltransferase	phenicol			no
ARGH_000611	LABG_002041	MQ	TEM-116	beta-lactam	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000612	LABG_002049	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000613	LABG_002118	Rep99	ErmB	MLS			no
ARGH_000614	LABG_002120	MQ	tet(S)	tetracycline	872_Tn916-orf6_KC414929	Tn916	yes
ARGH_000615	LABG_002120	MQ	vatE	MLS			no
ARGH_000616	LABG_002121	MQ	tet(S)	tetracycline	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000617	LABG_002121	MQ	vatE	MLS			no
ARGH_000618	LABG_002122	Rep99	vatE	MLS			no
ARGH_000619	LABG_002159	MQ	tet(W)	tetracycline			no
ARGH_000620	LABG_002160	MQ	dfrF	trimethoprim			no
ARGH_000621	LABG_002162	MQ	ErmT	MLS			no
ARGH_000622	LABG_002162	MQ	tet(W)	tetracycline			no
ARGH_000623	LABG_002209	Rep99	tet(S)	tetracycline	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000624	LABG_002241	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000625	LABG_002244	MQ	ErmB	MLS	832_tnpA_GU591497.1	IS_or_transposase	yes
ARGH_000626	LABG_002245	MQ	APH(3')-IIIa	aminoglycoside	1037_tnpA_AY849557.2	IS_or_transposase	yes
ARGH_000627	LABG_002245	MQ	tet(S)	tetracycline	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000628	LABG_002245	MQ	vatE	MLS			no
ARGH_000629	LABG_002259	MQ	dfrG	trimethoprim			no
ARGH_000630	LABG_002259	MQ	tet(M)	tetracycline			no
ARGH_000631	LABG_002275	Rep99	TEM-1	beta-lactam	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000632	LABG_002275	Rep99	tet(C)	tetracycline	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000633	LABG_002283	MQ	tet(M)	tetracycline			no
ARGH_000634	LABG_002318	Rep99	TEM-1	beta-lactam	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000635	LABG_002340	MQ	tet(W)	tetracycline			no
ARGH_000636	LABG_002367	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_000637	LABG_002368	MQ	ErmB	MLS			no
ARGH_000638	LABG_002368	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_000639	LABG_002384	Rep99	ErmB	MLS			no
ARGH_000640	LABG_002384	Rep99	tet(M)	tetracycline			no
ARGH_000641	LABG_002389	Rep99	tet(W)	tetracycline			no
ARGH_000642	LABG_002424	Rep99	lnuC	MLS			no
ARGH_000643	LABG_002426	Rep99	ErmB	MLS			no
ARGH_000644	LABG_002426	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000645	LABG_002426	Rep99	tet(W)	tetracycline			no
ARGH_000646	LABG_002445	Rep99	ErmB	MLS			no
ARGH_000647	LABG_002445	Rep99	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_000648	LABG_002447	Rep99	tet(M)	tetracycline			no
ARGH_000649	LABG_002452	MQ	tet(O)	tetracycline			no
ARGH_000650	LABG_002493	Rep99	lnuC	MLS			no
ARGH_000651	LABG_002493	Rep99	tet(W)	tetracycline			no
ARGH_000652	LABG_002498	Rep99	ErmB	MLS			no
ARGH_000653	LABG_002498	Rep99	tet(W)	tetracycline			no
ARGH_000654	LABG_002498	Rep99	vatE	MLS			no
ARGH_000655	LABG_002536	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000656	LABG_002537	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000657	LABG_002538	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000658	LABG_002539	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000659	LABG_002540	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000660	LABG_002541	MQ	aadA	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000661	LABG_002548	Rep99	tet(W)	tetracycline			no
ARGH_000662	LABG_002551	Rep99	tet(W)	tetracycline			no
ARGH_000663	LABG_002580	Rep99	dfrG	trimethoprim			no
ARGH_000664	LABG_002580	Rep99	tet(L)	tetracycline			no
ARGH_000665	LABG_002580	Rep99	tet(W)	tetracycline			no
ARGH_000666	LABG_002645	Rep99	lnuA	MLS			no
ARGH_000667	LABG_002645	Rep99	tet(W)	tetracycline			no
ARGH_000668	LABG_002647	MQ	tet(W)	tetracycline			no
ARGH_000669	LABG_002648	Rep99	tet(W)	tetracycline			no
ARGH_000670	LABG_002651	MQ	tet(W)	tetracycline			no
ARGH_000671	LABG_002652	MQ	tet(W)	tetracycline			no
ARGH_000672	LABG_002653	MQ	tet(W)	tetracycline			no
ARGH_000673	LABG_002654	MQ	lnuA	MLS			no
ARGH_000674	LABG_002654	MQ	tet(W)	tetracycline			no
ARGH_000675	LABG_002656	MQ	tet(W)	tetracycline			no
ARGH_000676	LABG_002657	MQ	tet(W)	tetracycline			no
ARGH_000677	LABG_002736	MQ	lnuC	MLS			no
ARGH_000678	LABG_002736	MQ	tet(W)	tetracycline			no
ARGH_000679	LABG_002739	MQ	lnuC	MLS			no
ARGH_000680	LABG_002739	MQ	tet(W)	tetracycline			no
ARGH_000681	LABG_002741	MQ	ErmB	MLS			no
ARGH_000682	LABG_002741	MQ	tet(L)	tetracycline	1309_tnpA_KP834592.1	IS_or_transposase	yes
ARGH_000683	LABG_002741	MQ	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000684	LABG_002954	MQ	ErmB	MLS			no
ARGH_000685	LABG_002954	MQ	ErmB	MLS			no
ARGH_000686	LABG_002954	MQ	tet(W)	tetracycline			no
ARGH_000687	LABG_002954	MQ	tet(W)	tetracycline			no
ARGH_000688	LABG_002954	MQ	vatE	MLS			no
ARGH_000689	LABG_002962	Rep99	ErmB	MLS	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_000690	LABG_002962	Rep99	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000691	LABG_002962	Rep99	poxtA	multidrug	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000692	LABG_002962	Rep99	vatE	MLS	2529_tnpA_EU402605.1	IS_or_transposase	yes
ARGH_000693	LABG_002968	MQ	ErmB	MLS	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000694	LABG_002968	MQ	tet(M)	tetracycline	1341_Tn916-orf9_KC414929	Tn916	yes
ARGH_000695	LABG_003069	MQ	APH(3')-Ia	aminoglycoside	242_ColRNAI_1__DQ298019	plasmid_related	yes
ARGH_000696	LABG_003077	Rep99	tet(M)	tetracycline	2646_Tn916-orf15_KC414929	Tn916	yes
ARGH_000697	LABG_003091	Rep99	catA8	phenicol	1999_Tn916-orf13_KC414929	Tn916	yes
ARGH_000698	LABG_003091	Rep99	tet(L)	tetracycline			no
ARGH_000699	LABG_003091	Rep99	tet(M)	tetracycline	1999_Tn916-orf13_KC414929	Tn916	yes
ARGH_000700	LABG_003168	MQ	lnuA	MLS			no
ARGH_000701	LABG_003168	MQ	tet(W)	tetracycline			no
ARGH_000702	LABG_003170	Rep99	ErmB	MLS			no
ARGH_000703	LABG_003170	Rep99	lnuA	MLS			no
ARGH_000704	LABG_003171	MQ	lnuA	MLS			no
ARGH_000705	LABG_003171	MQ	tet(W)	tetracycline			no
ARGH_000706	LABG_003188	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_000707	LABG_003188	MQ	ANT(9)-Ia	aminoglycoside			no
ARGH_000708	LABG_003188	MQ	lnuA	MLS			no
ARGH_000709	LABG_003189	MQ	tet(W)	tetracycline			no
ARGH_000710	LABG_003190	MQ	aad(6)	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000711	LABG_003190	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_000712	LABG_003190	MQ	ANT(9)-Ia	aminoglycoside			no
ARGH_000713	LABG_003190	MQ	APH(3')-IIIa	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000714	LABG_003190	MQ	ErmB	MLS			no
ARGH_000715	LABG_003190	MQ	lnuA	MLS			no
ARGH_000716	LABG_003190	MQ	tet(L)	tetracycline			no
ARGH_000717	LABG_003190	MQ	tet(W)	tetracycline			no
ARGH_000718	LABG_003190	MQ	vatE	MLS			no
ARGH_000719	LABG_003191	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_000720	LABG_003191	MQ	APH(3')-IIIa	aminoglycoside			no
ARGH_000721	LABG_003191	MQ	ErmB	MLS			no
ARGH_000722	LABG_003191	MQ	fexB	phenicol	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000723	LABG_003191	MQ	lnuA	MLS			no
ARGH_000724	LABG_003191	MQ	tet(L)	tetracycline			no
ARGH_000725	LABG_003191	MQ	tet(W)	tetracycline			no
ARGH_000726	LABG_003191	MQ	vatE	MLS			no
ARGH_000727	LABG_003192	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_000728	LABG_003192	MQ	lnuA	MLS			no
ARGH_000729	LABG_003193	MQ	ANT(4')-Ia	aminoglycoside			no
ARGH_000730	LABG_003193	MQ	lnuA	MLS			no
ARGH_000731	LABG_003193	MQ	tet(W)	tetracycline			no
ARGH_000732	LABG_003194	MQ	lnuA	MLS			no
ARGH_000733	LABG_003194	MQ	tet(W)	tetracycline			no
ARGH_000734	LABG_003195	MQ	lnuC	MLS			no
ARGH_000735	LABG_003195	MQ	tet(W)	tetracycline			no
ARGH_000736	LABG_003196	MQ	lnuA	MLS			no
ARGH_000737	LABG_003196	MQ	tet(W)	tetracycline			no
ARGH_000738	LABG_003197	MQ	lnuA	MLS			no
ARGH_000739	LABG_003198	MQ	ErmB	MLS			no
ARGH_000740	LABG_003198	MQ	lnuA	MLS			no
ARGH_000741	LABG_003198	MQ	tet(W)	tetracycline			no
ARGH_000742	LABG_003199	MQ	ErmB	MLS			no
ARGH_000743	LABG_003199	MQ	fexA	phenicol			no
ARGH_000744	LABG_003200	MQ	tet(W)	tetracycline			no
ARGH_000745	LABG_003201	MQ	lnuA	MLS			no
ARGH_000746	LABG_003201	MQ	tet(W)	tetracycline			no
ARGH_000747	LABG_003202	MQ	fexA	phenicol			no
ARGH_000748	LABG_003202	MQ	lnuA	MLS			no
ARGH_000749	LABG_003202	MQ	tet(M)	tetracycline			no
ARGH_000750	LABG_003202	MQ	tet(W)	tetracycline			no
ARGH_000751	LABG_003203	Rep99	aad(6)	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000752	LABG_003203	Rep99	APH(3')-IIIa	aminoglycoside	301_tnpA_AB362339.1	IS_or_transposase	yes
ARGH_000753	LABG_003203	Rep99	ErmB	MLS			no
ARGH_000754	LABG_003203	Rep99	lnuA	MLS			no
ARGH_000755	LABG_003203	Rep99	tet(L)	tetracycline			no
ARGH_000756	LABG_003203	Rep99	tet(W)	tetracycline			no
ARGH_000757	LABG_003204	MQ	ANT(6)-Ia	aminoglycoside			no
ARGH_000758	LABG_003204	MQ	ErmA	MLS			no
ARGH_000759	LABG_003204	MQ	ErmB	MLS			no
ARGH_000760	LABG_003204	MQ	lnuC	MLS			no
ARGH_000761	LABG_003204	MQ	tet(L)	tetracycline			no
ARGH_000762	LABG_003204	MQ	tet(M)	tetracycline			no
ARGH_000763	LABG_003216	MQ	tet(W)	tetracycline			no
ARGH_000764	LABG_003218	Rep99	lnuC	MLS			no
ARGH_000765	LABG_003218	Rep99	tet(W)	tetracycline			no
ARGH_000766	LABG_003219	Rep99	tet(W)	tetracycline			no
ARGH_000767	LABG_003220	MQ	tet(W)	tetracycline			no
ARGH_000768	LABG_003222	Rep99	tet(W)	tetracycline			no
